id,nombre_des_chambres_df_results,nombre_des_chambres_df_final
68f3c472d0d95991e1ffc40d,0,3.0
68f3c9a4d0d95991e1ffc7bc,3,3.0
68f4fb37b756576ab4041570,2,3.0
68f39052b756576ab4034f73,0,2.0
68f4cb1bb756576ab403f432,3,3.0
68f37bd9b756576ab403401a,6,6.0
68b05729032c2f25721acfc8,6,6.0
68dfa6fc6c505afdc05d351a,4,4.0
68f54f9b816f69e252eef1e9,0,3.0
6899be15dbb2ce981b9cf356,3,3.0
68f609a9d0d95991e100f00c,4,4.0
68f57f64d0d95991e100c2b1,6,6.0
68f4c6e37affbf2b037c5233,4,4.0
685c4494d5464a896c9b3963,3,3.0
68f5f69bd0d95991e100e3fb,0,4.0
68f53713d0d95991e1009853,2,2.0
68f229e5b4ca0f9adbcc9d9b,6,6.0
68f263dcb756576ab402b907,3,3.0
68f222acb4ca0f9adbcc99ad,3,3.0
68f115b953fa6375757df27d,0,4.0
68f22d1bb756576ab4028f62,3,3.0
68f0dc5753fa6375757dbefc,3,3.0
68f35dbbb756576ab4032af8,5,5.0
68f24ec1b756576ab402a7fa,5,3.0
68cbe488516f1ddb82dd0166,0,6.0
68f25174b756576ab402aa14,6,6.0
68f0e26b3e7ffb8ac15c4bcc,2,2.0
68f00f0853fa6375757d5bd9,4,4.0
68efbcbb53fa6375757d1578,5,5.0
68ef676e3e7ffb8ac15b5560,2,56844910.0
68f0b3cb3e7ffb8ac15c2167,3,3.0
68ef58af3e7ffb8ac15b4aaa,3,5.0
68ef46f43e7ffb8ac15b4205,0,1.0
685f07e5d5464a896c9cfb9b,0,5.0
68eed2ac3e7ffb8ac15b2841,2,3.0
68246dd6a9299683d0ac6389,4,4.0
68ee5fb43e7ffb8ac15ad3cf,2,2.0
68ed119f3e7ffb8ac15a11b6,0,3.0
68ee6b623e7ffb8ac15add98,4,4.0
68ee3cf453fa6375757c2f06,3,3.0
68714cd994cd0376dcdba0fc,7,5.0
68eeb39c3e7ffb8ac15b12bf,4,3.0
68e60b80e7035d31a411f273,2,3.0
68aecc8482a3d05f239388f2,3,3.0
68ed07c953fa6375757b81c6,7,7.0
68ef2e353e7ffb8ac15b3a57,3,3.0
68ee259dabda4e1dc402d785,4,4.0
68ee6c7753fa6375757c5746,0,8.0
68daac64516f1ddb82e60bab,5,7.0
68eba12853fa6375757abc7b,6,9.0
68ecd72e53fa6375757b5e2b,0,1.0
68eac37d3e7ffb8ac158ef02,2,2.0
68ebd4653e7ffb8ac1596bb6,6,10.0
68eccb613e7ffb8ac159de75,0,4.0
68ead21053fa6375757a7086,7,7.0
68ece8a83e7ffb8ac159f202,3,6.0
68ebe87753fa6375757af28c,3,7.0
68ecc2683e7ffb8ac159d8ee,3,3.0
68eb8c573e7ffb8ac159345b,2,2.0
68eb626653fa6375757a92eb,0,2.0
680b6d33c5beda2b51cfb861,7,3.0
68ecad593e7ffb8ac159cb2b,4,5.0
68ecbb597c2836ef658b30dd,0,5.0
68a4757cccec382a0d70727c,3,3.0
68ea9c1353fa6375757a48e6,0,3.0
68ecd04b3e7ffb8ac159e157,5,5.0
68eab56653fa6375757a5c92,5,3.0
68e8ce993e7ffb8ac157b678,4,4.0
68b59618711369bbe4f5af47,4,6.0
68ea643c3e7ffb8ac158a974,3,11.0
68a5a2373398639ecd901772,6,6.0
6821bee8cb21b3571b421e92,4,4.0
68e8ca4153fa637575792998,0,1.0
68e95a623e7ffb8ac1582842,0,7.0
68a70dcd3398639ecd911c7a,5,4.0
68ea8d143e7ffb8ac158c631,3,4.0
68e822413e7ffb8ac15777bb,2,4.0
68b85c0f711369bbe4f78474,2,1.0
68ea3ea353fa6375757a0495,2,2.0
68e68278e7035d31a41257b9,5,5.0
68e69128e7035d31a412632e,5,5.0
68e681fe6c505afdc0614b43,0,3.0
68d691ca516f1ddb82e3a5cd,3,4.0
68e681966c505afdc0614ada,0,2.0
68e7e1773e7ffb8ac1574508,6,7.0
68e681806c505afdc0614ac8,2,2.0
68e68ed5e7035d31a4126176,3,3.0
68e69b64e7035d31a4126b33,5,5.0
68e6815f6c505afdc0614aa7,5,5.0
68e69a17e7035d31a4126a59,3,3.0
68e6fdab6c505afdc061a3a5,2,3.0
67922fdcc572f8fd2af6f920,5,3.0
